Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Considius Nasidienus,19,Gaul,167,103,Murmillo,4,0,Gladius (Sword),Standard,Low,8.554341498322096,Basic,4,Excellent,Medium,Aggressive,True
Numitorius Gaius,30,Germania,161,101,Secutor,8,4,Gladius (Sword),Standard,Low,2.332423768347193,Advanced,12,Excellent,Medium,Defensive,True
Iuventius Mallius,20,Rome,171,63,Thraex,4,0,Dagger,Standard,Low,8.516934614558428,Intermediate,4,Excellent,High,Balanced,True
Oppius Norbanus,35,Gaul,190,81,Secutor,10,3,Gladius (Sword),Basic,Low,1.7603175300870542,Basic,13,Excellent,Medium,Aggressive,True
Fundanus Numerius,38,Numidia,194,101,Hoplomachus,8,3,Spear,Superior,Low,4.427574895216186,Intermediate,11,Excellent,Low,Balanced,True
Fannius Junius,37,Thrace,180,68,Hoplomachus,12,0,Spear,Superior,Low,1.0574357101087826,Advanced,12,Excellent,Low,Balanced,True
Publius Cordius,19,Thrace,170,81,Provocator,6,2,Dagger,Standard,High,2.8980369687713767,Expert,8,Excellent,High,Balanced,False
Mescinius Numonius,42,Greece,154,42,Thraex,14,0,Sica (Curved Sword),Superior,High,1.993876474078467,Basic,14,Fair,Medium,Aggressive,True
Caecilius Mamilius,35,Greece,167,41,Retiarius,7,2,Net,Basic,Low,4.44254062393299,Intermediate,9,Excellent,Low,Aggressive,True
Junius Antonius,43,Numidia,190,65,Provocator,16,3,Dagger,Standard,High,6.192514815564263,Basic,19,Fair,Medium,Aggressive,True
Afranius Baebius,37,Germania,172,51,Retiarius,5,0,Net,Basic,Low,1.1178063072474926,Basic,5,Good,Medium,Balanced,True
Claudius Cornelius,23,Gaul,173,126,Hoplomachus,5,2,Spear,Basic,Low,6.23003517541834,Basic,7,Excellent,Medium,Aggressive,True
Ennius Curtius,33,Germania,175,81,Hoplomachus,7,0,Spear,Standard,Low,4.608933279026352,Advanced,7,Excellent,Medium,Aggressive,True
Novellius Egnatius,45,Numidia,190,78,Hoplomachus,6,0,Dagger,Superior,Low,6.232199704091198,Basic,6,Good,Medium,Balanced,True
Balbus Calpurnius,29,Gaul,186,76,Hoplomachus,12,1,Dagger,Standard,High,1.9671635666323628,Expert,13,Good,Medium,Aggressive,True
Petreius Ofilius,41,Gaul,189,92,Thraex,8,2,Sica (Curved Sword),Basic,Low,2.9044617526001164,Basic,10,Good,Medium,Aggressive,True
Fidius Laetorius,40,Rome,186,63,Thraex,12,5,Dagger,Superior,Low,4.179074638896117,Basic,17,Excellent,Medium,Balanced,True
Julius Minicius,18,Numidia,167,67,Provocator,2,0,Dagger,Standard,High,6.140912546353963,Intermediate,2,Excellent,High,Balanced,False
Iuventius Blaesus,36,Germania,178,93,Secutor,12,8,Dagger,Standard,High,5.105816518419626,Basic,20,Good,Medium,Aggressive,True
Aulus Lacerius,43,Gaul,199,78,Provocator,10,2,Dagger,Superior,Low,5.201309122087942,Basic,12,Good,Low,Aggressive,True
Memmius Nigidius,18,Numidia,194,83,Secutor,8,3,Gladius (Sword),Basic,Low,5.72681540447502,Advanced,11,Excellent,Medium,Defensive,True
Pilus Novellius,36,Gaul,183,102,Hoplomachus,3,2,Dagger,Basic,Low,3.4471126522568705,Basic,5,Good,Medium,Aggressive,True
Hirrus Calventius,24,Thrace,179,81,Hoplomachus,6,1,Dagger,Superior,Low,9.619407188043963,Intermediate,7,Excellent,Low,Balanced,True
Gaius Pilus,32,Gaul,165,95,Hoplomachus,9,4,Spear,Basic,Low,6.063201805214585,Expert,13,Excellent,Low,Balanced,True
Afranius Laetorius,37,Greece,144,73,Provocator,5,2,Dagger,Standard,Low,2.511738697009669,Basic,7,Good,Low,Balanced,True
Pedius Gracchus,33,Rome,173,88,Hoplomachus,10,3,Spear,Superior,Low,1.6566501241434477,Advanced,13,Excellent,Medium,Balanced,True
Pedius Junius,23,Numidia,176,105,Provocator,5,1,Dagger,Standard,Low,5.779776120583594,Intermediate,6,Excellent,Low,Balanced,True
Albinius Cispius,19,Rome,165,55,Hoplomachus,3,0,Dagger,Basic,Low,6.469695496973551,Advanced,3,Excellent,High,Balanced,False
Manius Cornelius,29,Thrace,166,75,Hoplomachus,6,0,Spear,Superior,Low,6.019840751116091,Intermediate,6,Excellent,Medium,Aggressive,True
Considius Fundanus,18,Germania,182,68,Retiarius,4,0,Net,Superior,Low,4.09478251551901,Intermediate,4,Excellent,Medium,Aggressive,True
Laetorius Herennius,36,Gaul,171,72,Retiarius,15,7,Trident,Standard,High,2.458595362807197,Advanced,22,Fair,Medium,Aggressive,True
Nonius Egnatius,40,Numidia,194,83,Retiarius,14,5,Net,Basic,Low,7.500696802086348,Basic,19,Good,Low,Aggressive,True
Opimius Duronius,41,Rome,176,71,Secutor,14,2,Gladius (Sword),Standard,Low,3.0231697224734924,Basic,16,Good,Low,Balanced,True
Cornelius Atilius,39,Gaul,177,51,Thraex,13,1,Sica (Curved Sword),Standard,Low,6.353340298445675,Basic,14,Good,Medium,Aggressive,True
Oppius Calpurnius,35,Rome,174,66,Provocator,4,0,Dagger,Basic,Low,2.51505508658973,Basic,4,Excellent,Medium,Aggressive,True
Furius Balbus,37,Numidia,188,87,Provocator,9,2,Gladius (Sword),Superior,Low,1.7813107070415743,Basic,11,Excellent,Medium,Balanced,True
Cilnius Lollius,38,Thrace,170,104,Provocator,10,2,Gladius (Sword),Standard,High,3.078822098892666,Basic,12,Fair,Medium,Balanced,True
Cordius Aulus,41,Gaul,167,100,Murmillo,9,5,Dagger,Basic,Low,4.710122861764598,Basic,14,Good,Medium,Balanced,True
Persius Calpurnius,38,Rome,186,67,Thraex,15,3,Dagger,Superior,High,2.539334777949385,Basic,18,Good,Medium,Aggressive,True
Albinius Paternus,29,Rome,167,79,Hoplomachus,11,3,Spear,Basic,High,2.763563490974926,Intermediate,14,Good,Medium,Balanced,True
Junius Mallius,35,Gaul,180,92,Thraex,10,0,Sica (Curved Sword),Standard,Low,3.649669751033121,Intermediate,10,Excellent,Low,Balanced,True
Blaesus Junius,36,Greece,176,86,Thraex,14,7,Sica (Curved Sword),Basic,High,1.8063193149047123,Basic,21,Fair,Medium,Aggressive,True
Herennius Palpellius,25,Gaul,163,74,Hoplomachus,7,0,Spear,Basic,Low,3.4307237385135227,Advanced,7,Excellent,Low,Defensive,True
Octavenus Nigidius,33,Thrace,180,87,Provocator,9,3,Gladius (Sword),Basic,Low,5.848984061162967,Basic,12,Excellent,Medium,Aggressive,True
Fundanus Hirrus,45,Rome,174,99,Secutor,11,5,Gladius (Sword),Standard,High,6.078249358626042,Basic,16,Fair,Medium,Aggressive,True
Licinius Galerius,22,Gaul,173,54,Retiarius,6,0,Trident,Standard,Low,4.893735944446905,Expert,6,Excellent,High,Balanced,True
Catilius Fannius,34,Thrace,158,99,Murmillo,7,1,Dagger,Basic,Low,2.6508439063966627,Basic,8,Excellent,Medium,Balanced,True
Manilius Cicereius,22,Gaul,178,58,Thraex,7,2,Dagger,Basic,Low,8.78894684278143,Advanced,9,Excellent,Low,Aggressive,True
Gnaeus Pinarus,35,Germania,174,86,Retiarius,8,1,Trident,Standard,Low,3.855038346396513,Advanced,9,Excellent,Medium,Balanced,True
Granius Geminius,19,Greece,180,83,Thraex,6,0,Dagger,Standard,Low,10.267638022067027,Intermediate,6,Excellent,Low,Balanced,True
Fulcinia Galerius,21,Rome,169,69,Provocator,1,0,Gladius (Sword),Basic,Low,6.207435635096157,Intermediate,1,Excellent,Medium,Aggressive,False
Mamilius Betilienus,27,Numidia,170,97,Thraex,6,1,Dagger,Superior,Low,5.944154831659085,Expert,7,Excellent,Low,Balanced,True
Geminius Sextius,36,Numidia,168,58,Hoplomachus,4,0,Spear,Standard,Low,6.623665071279195,Intermediate,4,Excellent,Medium,Aggressive,False
Nonius Icilius,24,Greece,170,113,Murmillo,10,3,Dagger,Basic,High,2.934956554122476,Basic,13,Excellent,High,Balanced,True
Afranius Modius,33,Gaul,175,66,Thraex,6,0,Sica (Curved Sword),Superior,Low,5.600266779968409,Intermediate,6,Excellent,Low,Aggressive,True
Balbus Atilius,32,Gaul,179,91,Retiarius,6,0,Trident,Superior,Low,2.817142153254621,Advanced,6,Excellent,Medium,Aggressive,True
Pinarus Aulus,23,Gaul,166,102,Murmillo,4,0,Gladius (Sword),Basic,Low,7.230293197889138,Expert,4,Excellent,Low,Aggressive,True
Lucretius Laberius,31,Thrace,171,99,Secutor,11,1,Dagger,Standard,Low,7.199138281184791,Intermediate,12,Excellent,Medium,Balanced,True
Blossius Orestius,21,Gaul,187,92,Provocator,4,2,Gladius (Sword),Standard,Low,6.58105688594383,Advanced,6,Excellent,Medium,Aggressive,False
Manilius Cantilius,34,Greece,172,78,Retiarius,9,2,Net,Basic,Low,3.548055598045931,Advanced,11,Excellent,Low,Balanced,True
Lacerius Genucius,28,Rome,167,85,Provocator,6,1,Gladius (Sword),Standard,High,3.7370632371788863,Intermediate,7,Good,Medium,Balanced,True
Publius Matienus,26,Germania,180,78,Retiarius,4,1,Trident,Basic,Low,5.247400565183575,Basic,5,Excellent,Medium,Aggressive,False
Curtius Opellius,45,Rome,164,73,Secutor,17,3,Dagger,Standard,High,1.3537586684517238,Basic,20,Fair,Medium,Aggressive,True
Orbilius Modius,44,Greece,173,68,Thraex,15,0,Sica (Curved Sword),Superior,Low,4.723537136143281,Basic,15,Good,Low,Aggressive,True
Hostilius Horatius,38,Rome,181,29,Hoplomachus,6,0,Dagger,Basic,Low,1.41117021749049,Basic,6,Good,Low,Aggressive,True
Blaesus Fulvius,34,Thrace,164,105,Thraex,8,1,Dagger,Standard,Low,4.448155655657316,Advanced,9,Excellent,Low,Balanced,True
Orestius Calpurnius,43,Gaul,180,94,Secutor,13,4,Gladius (Sword),Basic,Low,8.654819239597735,Basic,17,Good,Medium,Balanced,True
Lucius Acilius,27,Thrace,182,94,Secutor,5,2,Dagger,Standard,Low,7.242209353861809,Intermediate,7,Excellent,Medium,Balanced,True
Perperna Mucius,34,Germania,175,64,Murmillo,4,2,Gladius (Sword),Standard,Low,10.137947479139427,Intermediate,6,Excellent,Medium,Balanced,True
Atilius Cinna,18,Rome,180,90,Provocator,4,1,Dagger,Standard,Low,7.281908725182747,Basic,5,Excellent,High,Balanced,True
Cornelius Sulpicius,40,Thrace,171,85,Hoplomachus,9,1,Dagger,Basic,Low,4.491617695445288,Basic,10,Good,Medium,Balanced,True
Numonius Lucius,40,Thrace,179,95,Retiarius,17,8,Trident,Basic,High,1.5438032042017558,Intermediate,25,Fair,Low,Balanced,True
Atilius Aulus,44,Gaul,172,90,Secutor,10,1,Gladius (Sword),Standard,Low,3.599972926404704,Basic,11,Good,Low,Balanced,True
Hordeonius Atilius,34,Germania,180,77,Retiarius,6,1,Trident,Superior,Low,4.098688772750143,Advanced,7,Excellent,Low,Balanced,True
Gnaeus Orestius,36,Gaul,179,83,Retiarius,6,1,Trident,Superior,Low,4.496623208000597,Basic,7,Excellent,Low,Aggressive,True
Paternus Livius,26,Germania,162,90,Secutor,9,2,Dagger,Standard,Low,7.3511759406016415,Expert,11,Excellent,Low,Balanced,True
Iuventius Norbanus,29,Numidia,177,95,Hoplomachus,12,3,Spear,Basic,Low,5.716053226854643,Expert,15,Excellent,Medium,Balanced,True
Modius Avidius,29,Gaul,169,84,Retiarius,5,1,Trident,Superior,Low,2.4140657532766205,Intermediate,6,Excellent,Medium,Balanced,False
Fulcinia Fabrinius,30,Rome,189,85,Retiarius,6,1,Net,Standard,Low,5.9816769105958985,Basic,7,Excellent,Medium,Balanced,True
Hordeonius Cosconius,37,Germania,176,88,Retiarius,4,1,Trident,Basic,Low,3.601550193063333,Basic,5,Good,Medium,Aggressive,True
Pettius Lartius,23,Rome,169,85,Murmillo,1,0,Dagger,Standard,Low,7.306464943600835,Advanced,1,Excellent,High,Aggressive,False
Longinius Longinius,39,Greece,173,83,Murmillo,5,1,Gladius (Sword),Superior,Low,1.0228474863399504,Advanced,6,Excellent,Low,Balanced,True
Hordeonius Sempronius,40,Thrace,176,92,Thraex,10,2,Sica (Curved Sword),Superior,Low,2.4260790591134547,Basic,12,Excellent,Low,Aggressive,True
Livius Granius,45,Greece,186,119,Murmillo,12,3,Gladius (Sword),Standard,Low,1.0065272676349903,Basic,15,Good,Medium,Balanced,True
Cilnius Ennius,44,Greece,176,75,Secutor,9,3,Dagger,Basic,Low,3.125475828448414,Basic,12,Good,Medium,Balanced,True
Aemilius Ostorius,33,Gaul,182,87,Secutor,9,3,Gladius (Sword),Basic,Low,2.377535558827159,Intermediate,12,Excellent,Medium,Balanced,True
Naevius Herennius,25,Gaul,173,76,Murmillo,5,1,Gladius (Sword),Basic,Low,8.977972493675338,Basic,6,Excellent,Medium,Aggressive,True
Orchius Granius,18,Germania,185,71,Hoplomachus,8,2,Spear,Basic,Low,10.29761856762307,Advanced,10,Excellent,High,Defensive,True
Valerius Ennius,19,Numidia,173,82,Retiarius,6,1,Net,Standard,High,3.0186724140185763,Intermediate,7,Excellent,Medium,Balanced,True
Cloelius Sulpicius,42,Greece,182,89,Secutor,9,2,Gladius (Sword),Basic,High,1.7360263122101145,Basic,11,Fair,Low,Aggressive,True
Foslius Hostius,45,Thrace,169,84,Thraex,5,0,Sica (Curved Sword),Standard,Low,7.149266966673612,Basic,5,Good,Low,Aggressive,True
Caninius Quintus,39,Germania,173,100,Secutor,9,1,Dagger,Superior,Low,3.487924126662407,Intermediate,10,Excellent,Medium,Aggressive,True
Genucius Mamilius,45,Numidia,166,87,Hoplomachus,12,6,Dagger,Basic,High,2.878043424781205,Basic,18,Fair,Medium,Aggressive,True
Nasidienus Pedius,36,Gaul,182,77,Thraex,7,1,Sica (Curved Sword),Basic,Low,6.689405284165542,Expert,8,Excellent,Medium,Aggressive,True
Nonius Lucius,42,Gaul,151,87,Hoplomachus,7,0,Spear,Basic,Low,3.6484729672357954,Basic,7,Good,Medium,Balanced,True
Gaius Catilius,37,Germania,185,86,Hoplomachus,13,1,Dagger,Basic,High,2.088990844385963,Basic,14,Fair,Medium,Balanced,True
Balbus Numitorius,23,Germania,191,80,Hoplomachus,8,3,Spear,Superior,Low,4.343004188893291,Advanced,11,Excellent,High,Balanced,True
Fulvius Marius,29,Numidia,179,102,Secutor,6,2,Dagger,Superior,Low,2.245753044265142,Advanced,8,Excellent,Low,Balanced,True
Memmius Cornelius,22,Gaul,179,67,Hoplomachus,4,0,Dagger,Superior,Low,8.267725556454096,Intermediate,4,Excellent,High,Balanced,True
Cicereius Gnaeus,25,Rome,171,58,Retiarius,6,2,Trident,Standard,Low,3.3252123538718434,Intermediate,8,Excellent,Medium,Balanced,True
Gaius Perperna,19,Greece,184,84,Retiarius,4,1,Trident,Basic,Low,8.790829580545664,Intermediate,5,Excellent,Medium,Balanced,False
Flavius Matienus,35,Germania,187,83,Murmillo,8,1,Gladius (Sword),Standard,Low,5.823513437399447,Intermediate,9,Excellent,Low,Balanced,True
Opellius Camillius,42,Rome,166,66,Hoplomachus,11,2,Dagger,Superior,Low,8.232938803195319,Basic,13,Excellent,Medium,Balanced,True
Manius Balbus,34,Germania,173,96,Hoplomachus,5,1,Spear,Superior,High,3.053774182488931,Basic,6,Good,Medium,Aggressive,True
Latinius Minicius,21,Germania,170,104,Murmillo,6,1,Gladius (Sword),Superior,Low,5.590766777594896,Basic,7,Excellent,Medium,Balanced,True
Cilnius Julius,41,Numidia,171,72,Murmillo,12,1,Dagger,Superior,Low,1.6392082306505875,Intermediate,13,Good,Medium,Balanced,True
Menenius Murena,27,Numidia,187,71,Retiarius,10,1,Trident,Superior,Low,4.798035357199181,Advanced,11,Excellent,Medium,Aggressive,True
Munatius Gaius,23,Rome,184,84,Hoplomachus,3,1,Spear,Superior,Low,5.537185951967635,Advanced,4,Excellent,High,Aggressive,False
Ollius Modius,19,Thrace,161,97,Provocator,7,3,Gladius (Sword),Basic,Low,4.043453916141677,Basic,10,Excellent,Medium,Aggressive,True
Ollius Aemilius,34,Thrace,174,65,Provocator,6,3,Dagger,Standard,Low,4.029174632458244,Intermediate,9,Excellent,Medium,Balanced,True
Petreius Valerius,32,Greece,170,83,Thraex,6,0,Sica (Curved Sword),Standard,Low,4.678398825283884,Basic,6,Excellent,Low,Balanced,True
Nasidienus Appius,24,Gaul,175,89,Secutor,10,2,Gladius (Sword),Basic,Low,5.006894493237633,Advanced,12,Excellent,Medium,Defensive,True
Matienus Appius,31,Thrace,167,93,Thraex,2,0,Sica (Curved Sword),Superior,Low,10.236641251776389,Basic,2,Excellent,Low,Aggressive,False
Fulcinia Cosconius,39,Thrace,182,76,Thraex,8,2,Dagger,Basic,Low,6.52881545682013,Basic,10,Good,Medium,Balanced,True
Octavius Spurius,37,Greece,172,94,Murmillo,13,4,Gladius (Sword),Basic,High,1.0428878760260372,Basic,17,Fair,Medium,Aggressive,True
Acilius Hostius,34,Greece,171,40,Secutor,8,2,Dagger,Superior,Low,1.9583708040764485,Basic,10,Excellent,Low,Aggressive,True
Octavius Livius,41,Rome,200,78,Hoplomachus,8,4,Spear,Standard,Low,3.260847718414638,Basic,12,Good,Medium,Aggressive,True
Cordius Galerius,44,Thrace,189,103,Thraex,12,2,Sica (Curved Sword),Basic,Low,2.667123749165355,Basic,14,Good,Low,Balanced,True
Horatius Persius,21,Numidia,184,87,Retiarius,5,1,Net,Standard,Low,6.180736553492964,Advanced,6,Excellent,High,Aggressive,True
Mescinius Domitius,24,Numidia,177,86,Thraex,7,3,Dagger,Basic,Low,5.583234357874018,Expert,10,Excellent,Medium,Balanced,True
Cordius Octavenus,19,Rome,188,64,Retiarius,5,1,Net,Basic,Low,7.358864226778818,Basic,6,Excellent,High,Aggressive,True
Gnaeus Cicereius,18,Rome,161,86,Secutor,6,1,Dagger,Standard,Low,6.745365802490068,Basic,7,Excellent,Medium,Balanced,True
Fabrinius Norbanus,44,Gaul,179,71,Provocator,8,1,Gladius (Sword),Standard,Low,4.759024281258707,Basic,9,Good,Medium,Aggressive,True
Atilius Fidenas,26,Numidia,172,71,Murmillo,8,1,Dagger,Standard,Low,6.281411781198946,Intermediate,9,Excellent,Medium,Aggressive,True
Hostius Junius,33,Thrace,185,72,Secutor,9,5,Dagger,Superior,Low,6.491068503876556,Basic,14,Excellent,Low,Balanced,True
Orbilius Festinius,34,Thrace,179,91,Murmillo,6,1,Gladius (Sword),Superior,Low,3.451835709085408,Intermediate,7,Excellent,Medium,Balanced,True
Gabinius Spurius,22,Germania,162,75,Murmillo,4,1,Gladius (Sword),Superior,Low,2.868350247307472,Intermediate,5,Excellent,High,Aggressive,True
Papirius Camillius,43,Gaul,179,108,Thraex,9,3,Sica (Curved Sword),Basic,Low,3.3082521885885496,Basic,12,Good,Medium,Balanced,True
Persius Cloelius,32,Numidia,188,70,Provocator,6,2,Dagger,Standard,Low,5.014131702096859,Intermediate,8,Excellent,Medium,Aggressive,True
Petilius Cosconius,44,Gaul,155,104,Secutor,12,5,Gladius (Sword),Basic,High,4.7322299716891365,Basic,17,Fair,Medium,Aggressive,True
Atilius Sextius,26,Gaul,174,99,Thraex,6,1,Sica (Curved Sword),Superior,Low,9.922163783155687,Intermediate,7,Excellent,Medium,Aggressive,True
Sextus Ofilius,29,Greece,166,87,Hoplomachus,8,3,Dagger,Superior,Low,4.091589371419421,Advanced,11,Excellent,Medium,Aggressive,True
Blossius Titus,45,Thrace,186,98,Secutor,10,2,Gladius (Sword),Superior,Low,3.067307269668492,Basic,12,Good,Medium,Balanced,True
Percennius Acilius,37,Thrace,159,78,Secutor,10,3,Dagger,Superior,Low,1.520812595079285,Intermediate,13,Excellent,Medium,Aggressive,True
Nasidienus Naevius,38,Germania,174,80,Thraex,15,8,Dagger,Standard,High,3.144790398846196,Intermediate,23,Fair,Medium,Balanced,True
Afranius Musonius,37,Rome,152,112,Secutor,14,3,Gladius (Sword),Basic,Low,7.26242267789064,Advanced,17,Good,Low,Balanced,True
Lartius Sulpicius,32,Numidia,189,49,Retiarius,8,1,Trident,Basic,High,0.9470147572873716,Basic,9,Good,Medium,Balanced,False
Caelius Mescinius,18,Gaul,181,68,Retiarius,4,2,Trident,Standard,High,6.189115040461288,Basic,6,Excellent,High,Balanced,True
Fabius Catilius,37,Greece,190,75,Retiarius,3,1,Net,Standard,Low,0.9999189282213452,Intermediate,4,Good,Medium,Balanced,True
Sextius Gaius,28,Germania,171,71,Provocator,9,1,Gladius (Sword),Superior,Low,1.3149211001303458,Advanced,10,Excellent,Low,Balanced,True
Quintus Catius,22,Rome,184,64,Retiarius,2,0,Trident,Superior,Low,6.437435854474471,Advanced,2,Excellent,Medium,Aggressive,False
Manius Coruncanius,27,Greece,186,75,Secutor,7,2,Gladius (Sword),Standard,Low,8.086888796425383,Intermediate,9,Excellent,Medium,Balanced,True
Gracchus Fannius,38,Gaul,178,60,Hoplomachus,8,2,Dagger,Standard,Low,3.1761806257895184,Intermediate,10,Good,Low,Balanced,True
Volumnius Messalla,45,Gaul,169,56,Thraex,16,4,Dagger,Superior,High,3.533478701401097,Basic,20,Fair,Medium,Balanced,True
Numonius Numerius,44,Thrace,185,54,Retiarius,13,4,Trident,Basic,High,3.527899352541379,Basic,17,Fair,Medium,Balanced,True
Laecanius Caninius,21,Thrace,166,93,Murmillo,3,1,Gladius (Sword),Standard,Low,3.891918348848865,Intermediate,4,Excellent,Medium,Aggressive,False
Burrienus Fulcinia,36,Numidia,175,112,Retiarius,16,7,Net,Basic,High,4.456804549607178,Advanced,23,Good,Medium,Aggressive,True
Minicius Maecilius,31,Greece,168,74,Murmillo,3,0,Dagger,Basic,Low,6.200540675391137,Intermediate,3,Excellent,Low,Balanced,True
Matienus Maecenas,32,Numidia,177,59,Murmillo,7,1,Dagger,Standard,Low,3.6057528280434337,Basic,8,Excellent,Low,Balanced,True
Blossius Calventius,37,Thrace,175,97,Thraex,12,1,Dagger,Superior,Low,1.035391960419772,Intermediate,13,Excellent,Low,Balanced,True
Orbilius Petreius,20,Thrace,168,90,Murmillo,2,0,Gladius (Sword),Superior,Low,5.972018832836483,Intermediate,2,Excellent,Medium,Aggressive,False
Lamponius Opimius,30,Rome,181,83,Murmillo,7,2,Gladius (Sword),Standard,Low,5.946675041768539,Intermediate,9,Excellent,Low,Balanced,True
Volumnius Cestius,19,Numidia,177,97,Hoplomachus,7,2,Spear,Superior,Low,9.26015543936273,Intermediate,9,Excellent,High,Aggressive,True
Pinarus Appius,22,Gaul,162,84,Hoplomachus,4,1,Spear,Standard,Low,7.854526549743361,Expert,5,Excellent,High,Balanced,True
Fabius Fundanus,28,Gaul,178,81,Thraex,5,1,Sica (Curved Sword),Superior,Low,5.164173246156355,Intermediate,6,Excellent,Low,Balanced,False
Paelignus Numerius,33,Numidia,159,114,Secutor,3,1,Gladius (Sword),Basic,Low,4.660318344676377,Intermediate,4,Excellent,Medium,Balanced,True
Octavenus Numitorius,22,Numidia,176,92,Hoplomachus,4,0,Spear,Basic,Low,4.577330236017933,Intermediate,4,Excellent,Medium,Aggressive,False
Blossius Publius,24,Greece,172,69,Secutor,6,0,Dagger,Superior,Low,7.679483869912145,Intermediate,6,Excellent,High,Balanced,True
Aulus Pilus,20,Thrace,197,96,Retiarius,5,1,Net,Basic,Low,5.51091405465668,Expert,6,Excellent,Low,Balanced,True
Memmius Gracchus,24,Gaul,162,71,Thraex,6,2,Sica (Curved Sword),Basic,Low,4.362862623657531,Advanced,8,Excellent,Medium,Aggressive,True
